窮,http://jisho.org/search/窮%20%23kanji,,,
牛,http://jisho.org/search/牛%20%23kanji,,,
去,http://jisho.org/search/去%20%23kanji,,,
巨,http://jisho.org/search/巨%20%23kanji,,,
居,http://jisho.org/search/居%20%23kanji,,,
拒,http://jisho.org/search/拒%20%23kanji,,,
拠,http://jisho.org/search/拠%20%23kanji,,,
挙,http://jisho.org/search/挙%20%23kanji,,,
虚,http://jisho.org/search/虚%20%23kanji,,,
許,http://jisho.org/search/許%20%23kanji,,,
距,http://jisho.org/search/距%20%23kanji,,,
魚,http://jisho.org/search/魚%20%23kanji,,,
御,http://jisho.org/search/御%20%23kanji,,,
漁,http://jisho.org/search/漁%20%23kanji,,,
凶,http://jisho.org/search/凶%20%23kanji,,,
共,http://jisho.org/search/共%20%23kanji,,,
叫,http://jisho.org/search/叫%20%23kanji,,,
狂,http://jisho.org/search/狂%20%23kanji,,,
京,http://jisho.org/search/京%20%23kanji,,,
享,http://jisho.org/search/享%20%23kanji,,,
供,http://jisho.org/search/供%20%23kanji,,,
協,http://jisho.org/search/協%20%23kanji,,,
況,http://jisho.org/search/況%20%23kanji,,,
峡,http://jisho.org/search/峡%20%23kanji,,,
挟,http://jisho.org/search/挟%20%23kanji,,,
狭,http://jisho.org/search/狭%20%23kanji,,,
恐,http://jisho.org/search/恐%20%23kanji,,,
恭,http://jisho.org/search/恭%20%23kanji,,,
胸,http://jisho.org/search/胸%20%23kanji,,,
脅,http://jisho.org/search/脅%20%23kanji,,,
強,http://jisho.org/search/強%20%23kanji,,,
教,http://jisho.org/search/教%20%23kanji,,,
郷,http://jisho.org/search/郷%20%23kanji,,,
境,http://jisho.org/search/境%20%23kanji,,,
橋,http://jisho.org/search/橋%20%23kanji,,,
矯,http://jisho.org/search/矯%20%23kanji,,,
鏡,http://jisho.org/search/鏡%20%23kanji,,,
競,http://jisho.org/search/競%20%23kanji,,,
響,http://jisho.org/search/響%20%23kanji,,,
驚,http://jisho.org/search/驚%20%23kanji,,,
仰,http://jisho.org/search/仰%20%23kanji,,,
暁,http://jisho.org/search/暁%20%23kanji,,,
業,http://jisho.org/search/業%20%23kanji,,,
凝,http://jisho.org/search/凝%20%23kanji,,,
曲,http://jisho.org/search/曲%20%23kanji,,,
局,http://jisho.org/search/局%20%23kanji,,,
極,http://jisho.org/search/極%20%23kanji,,,
玉,http://jisho.org/search/玉%20%23kanji,,,
巾,http://jisho.org/search/巾%20%23kanji,,,
斤,http://jisho.org/search/斤%20%23kanji,,,
均,http://jisho.org/search/均%20%23kanji,,,
近,http://jisho.org/search/近%20%23kanji,,,
金,http://jisho.org/search/金%20%23kanji,,,
菌,http://jisho.org/search/菌%20%23kanji,,,
勤,http://jisho.org/search/勤%20%23kanji,,,
琴,http://jisho.org/search/琴%20%23kanji,,,
筋,http://jisho.org/search/筋%20%23kanji,,,
僅,http://jisho.org/search/僅%20%23kanji,,,
禁,http://jisho.org/search/禁%20%23kanji,,,
緊,http://jisho.org/search/緊%20%23kanji,,,
錦,http://jisho.org/search/錦%20%23kanji,,,
謹,http://jisho.org/search/謹%20%23kanji,,,
襟,http://jisho.org/search/襟%20%23kanji,,,
吟,http://jisho.org/search/吟%20%23kanji,,,
銀,http://jisho.org/search/銀%20%23kanji,,,
区,http://jisho.org/search/区%20%23kanji,,,
句,http://jisho.org/search/句%20%23kanji,,,
苦,http://jisho.org/search/苦%20%23kanji,,,
駆,http://jisho.org/search/駆%20%23kanji,,,
具,http://jisho.org/search/具%20%23kanji,,,
惧,http://jisho.org/search/惧%20%23kanji,,,
愚,http://jisho.org/search/愚%20%23kanji,,,
空,http://jisho.org/search/空%20%23kanji,,,
偶,http://jisho.org/search/偶%20%23kanji,,,
遇,http://jisho.org/search/遇%20%23kanji,,,
隅,http://jisho.org/search/隅%20%23kanji,,,
串,http://jisho.org/search/串%20%23kanji,,,
屈,http://jisho.org/search/屈%20%23kanji,,,
掘,http://jisho.org/search/掘%20%23kanji,,,
窟,http://jisho.org/search/窟%20%23kanji,,,
熊,http://jisho.org/search/熊%20%23kanji,,,
繰,http://jisho.org/search/繰%20%23kanji,,,
君,http://jisho.org/search/君%20%23kanji,,,
訓,http://jisho.org/search/訓%20%23kanji,,,
勲,http://jisho.org/search/勲%20%23kanji,,,
薫,http://jisho.org/search/薫%20%23kanji,,,
軍,http://jisho.org/search/軍%20%23kanji,,,
郡,http://jisho.org/search/郡%20%23kanji,,,
群,http://jisho.org/search/群%20%23kanji,,,
兄,http://jisho.org/search/兄%20%23kanji,,,
刑,http://jisho.org/search/刑%20%23kanji,,,
形,http://jisho.org/search/形%20%23kanji,,,
系,http://jisho.org/search/系%20%23kanji,,,
径,http://jisho.org/search/径%20%23kanji,,,
茎,http://jisho.org/search/茎%20%23kanji,,,
係,http://jisho.org/search/係%20%23kanji,,,
型,http://jisho.org/search/型%20%23kanji,,,
契,http://jisho.org/search/契%20%23kanji,,,
計,http://jisho.org/search/計%20%23kanji,,,
恵,http://jisho.org/search/恵%20%23kanji,,,
啓,http://jisho.org/search/啓%20%23kanji,,,
掲,http://jisho.org/search/掲%20%23kanji,,,
渓,http://jisho.org/search/渓%20%23kanji,,,
経,http://jisho.org/search/経%20%23kanji,,,
蛍,http://jisho.org/search/蛍%20%23kanji,,,
敬,http://jisho.org/search/敬%20%23kanji,,,
景,http://jisho.org/search/景%20%23kanji,,,
軽,http://jisho.org/search/軽%20%23kanji,,,
傾,http://jisho.org/search/傾%20%23kanji,,,
携,http://jisho.org/search/携%20%23kanji,,,
継,http://jisho.org/search/継%20%23kanji,,,
詣,http://jisho.org/search/詣%20%23kanji,,,
慶,http://jisho.org/search/慶%20%23kanji,,,
憬,http://jisho.org/search/憬%20%23kanji,,,
稽,http://jisho.org/search/稽%20%23kanji,,,
憩,http://jisho.org/search/憩%20%23kanji,,,
警,http://jisho.org/search/警%20%23kanji,,,
鶏,http://jisho.org/search/鶏%20%23kanji,,,
芸,http://jisho.org/search/芸%20%23kanji,,,
迎,http://jisho.org/search/迎%20%23kanji,,,
鯨,http://jisho.org/search/鯨%20%23kanji,,,
隙,http://jisho.org/search/隙%20%23kanji,,,
劇,http://jisho.org/search/劇%20%23kanji,,,
撃,http://jisho.org/search/撃%20%23kanji,,,
激,http://jisho.org/search/激%20%23kanji,,,
桁,http://jisho.org/search/桁%20%23kanji,,,
欠,http://jisho.org/search/欠%20%23kanji,,,
穴,http://jisho.org/search/穴%20%23kanji,,,
血,http://jisho.org/search/血%20%23kanji,,,
決,http://jisho.org/search/決%20%23kanji,,,
結,http://jisho.org/search/結%20%23kanji,,,
傑,http://jisho.org/search/傑%20%23kanji,,,
潔,http://jisho.org/search/潔%20%23kanji,,,
月,http://jisho.org/search/月%20%23kanji,,,
犬,http://jisho.org/search/犬%20%23kanji,,,
件,http://jisho.org/search/件%20%23kanji,,,
見,http://jisho.org/search/見%20%23kanji,,,
券,http://jisho.org/search/券%20%23kanji,,,
肩,http://jisho.org/search/肩%20%23kanji,,,
建,http://jisho.org/search/建%20%23kanji,,,
研,http://jisho.org/search/研%20%23kanji,,,
県,http://jisho.org/search/県%20%23kanji,,,
倹,http://jisho.org/search/倹%20%23kanji,,,
兼,http://jisho.org/search/兼%20%23kanji,,,
剣,http://jisho.org/search/剣%20%23kanji,,,
拳,http://jisho.org/search/拳%20%23kanji,,,
軒,http://jisho.org/search/軒%20%23kanji,,,
健,http://jisho.org/search/健%20%23kanji,,,
険,http://jisho.org/search/険%20%23kanji,,,
圏,http://jisho.org/search/圏%20%23kanji,,,
堅,http://jisho.org/search/堅%20%23kanji,,,
検,http://jisho.org/search/検%20%23kanji,,,
嫌,http://jisho.org/search/嫌%20%23kanji,,,
献,http://jisho.org/search/献%20%23kanji,,,
絹,http://jisho.org/search/絹%20%23kanji,,,
遣,http://jisho.org/search/遣%20%23kanji,,,
権,http://jisho.org/search/権%20%23kanji,,,
憲,http://jisho.org/search/憲%20%23kanji,,,
賢,http://jisho.org/search/賢%20%23kanji,,,
謙,http://jisho.org/search/謙%20%23kanji,,,
鍵,http://jisho.org/search/鍵%20%23kanji,,,
繭,http://jisho.org/search/繭%20%23kanji,,,
顕,http://jisho.org/search/顕%20%23kanji,,,
験,http://jisho.org/search/験%20%23kanji,,,
懸,http://jisho.org/search/懸%20%23kanji,,,
元,http://jisho.org/search/元%20%23kanji,,,
幻,http://jisho.org/search/幻%20%23kanji,,,
玄,http://jisho.org/search/玄%20%23kanji,,,
言,http://jisho.org/search/言%20%23kanji,,,
弦,http://jisho.org/search/弦%20%23kanji,,,
限,http://jisho.org/search/限%20%23kanji,,,
原,http://jisho.org/search/原%20%23kanji,,,
現,http://jisho.org/search/現%20%23kanji,,,
